ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
ARC;UE-Archi;IATIC5;2020;9;11;2021;8;5;12;30;9;11;2021;14;0;17;0
